번호,상호,도로명주소,지번주소
3618,공주복권방,충남 공주시 웅진로 210-2 ,충남 공주시 산성동 136-4
3619,보령복권방,충남 보령시 중앙로 48,충남 보령시 동대동 828-4번지
3620,하나로슈퍼,충남 보령시 주공로 59,충남 보령시 명천동 389-3
3621,나눔로또 토토,충남 서산시 무학로 1742 아진아파트,충남 서산시 인지면 둔당리 224
3622,777천하명당,충남 서천군 충절로 54,충남 서천군 서천읍 군사리 684-5번지
3623,썬마트24,충남 아산시 시민로 399,충남 아산시 온천동 226-32
3624,21시슈퍼,충남 아산시 온천대로 1528,충남 아산시 온천동 81-16번지
3625,플러스24쌍용본점,충남 천안시 서북구 월봉로 74,충남 천안시 서북구 쌍용동 1525번지
3626,위앤조이,충남 천안시 서북구 천안대로 1391,충남 천안시 서북구 신당동 634-7번지
3627,왕24시,충남 서산시 읍내6로 23 ,충남 서산시 읍내동 111-10
3628,서산복권방,충남 서산시 고운로 103 ,충남 서산시 읍내동 137-8
3629,당진복권방,충남 당진시 교동길 140 현대농약사,충남 당진시 읍내동 645
3630,대박찬스,전북 군산시 칠성로 164,전북 군산시 산북동 3535-9번지
3631,코사마트크로바점,전북 전주시 덕진구 매봉로 26,전북 전주시 덕진구 금암동 1580-14번지
3632,제일쇼핑,전북 익산시 고봉로30길 11 제일아파트상가,전북 익산시 영등동 768-1
3633,노다지복권명당,전북 군산시 문화로 119,전북 군산시 수송동 68-20
3634,탑복권방,전북 전주시 완산구 거마평로 224,전북 전주시 완산구 효자동1가 607-14
3635,아리랑복권방,전북 전주시 완산구 거마평로 192,전북 전주시 완산구 효자동1가 622-8번지
3636,천하명당산북점,전북 군산시 동아로 142,전북 군산시 산북동 3541-10번지
3637,부자복권방,전북 전주시 완산구 서곡4길 45-4 ,전북 전주시 완산구 효자동3가 1472-3
3638,은혜복권방,전북 전주시 완산구 당산로 52,전북 전주시 완산구 서신동 796-4
3639,복권세상,전북 전주시 덕진구 안덕원로 156-1,전북 전주시 덕진구 인후동2가 236-138번지
3640,신대박복권방,전북 전주시 덕진구 전주천동로 477 북경루,전북 전주시 덕진구 금암동 760-15
3641,복권나라,전북 전주시 완산구 서원로 289-6 ,전북 전주시 완산구 중화산동2가 114
3642,대박복권방,전북 전주시 완산구 용머리로 195,전북 전주시 완산구 서완산동2가 360-9번지
3643,여기있었네복권방,전북 전주시 완산구 전주객사5길 83,전북 전주시 완산구 고사동 222-1번지
3644,복권백화점,전북 정읍시 새암길 17-1,전북 정읍시 수성동 579-8번지
3645,여기있었네복권방,전북 김제시 남북로 171,전북 김제시 요촌동 474-3번지
3646,희망복권,전북 익산시 선화로 329,전북 익산시 마동 166-58번지
3647,행복복권나라,전북 익산시 인북로 206-8,전북 익산시 남중동 266-6번지
3648,운수대통복권방,전북 익산시 무왕로23길 3 ,전북 익산시 부송동 710-23
3649,부자복권방,전북 군산시 구시장로 4,전북 군산시 대명동 138-12번지
3650,돈나무 복권,전북 군산시 공단대로 612,전북 군산시 소룡동 1536-9
3651,떳다복권방,전북 군산시 조촌로 90,전북 군산시 조촌동 739-22번지
3652,대박천국,전북 군산시 가도로 217 다모아,전북 군산시 오식도동 608-4
3653,도깨비복권방,전북 군산시 문화로 29,전북 군산시 문화동 34-7번지
3654,천하명당복권방,전북 익산시 선화로 130,전북 익산시 모현동1가 186-71번지
3655,와이복권판매점,전북 전주시 완산구 유연로 268,전북 전주시 완산구 중화산동2가 743-4번지
3656,꽃샘슈퍼,전북 전주시 완산구 팔달로 130-1 ,전북 전주시 완산구 전동 65-1
3657,동서슈퍼,전북 전주시 완산구 충경로 86-1,전북 전주시 완산구 경원동1가 2-14번지
3658,씨유 전주팔달로점,전북 전주시 완산구 팔달로 192,전북 전주시 완산구 경원동3가 64-6
3659,씨유김제용덕점,전북 김제시 동서로 172,전북 김제시 요촌동 160-8
3660,흥건슈퍼,전북 전주시 완산구 거마평로 25 흥건1차아파트상가,전북 전주시 완산구 삼천동1가 300-3
3661,성운슈퍼,전북 김제시 중앙로 287,전북 김제시 신풍동 37-3번지
3662,비사벌쇼핑,전북 김제시 도작로 89 비사벌아파트,전북 김제시 신풍동 595
3663,복돼지복권방,전북 익산시 선화로1길 4 배산시티프라자,전북 익산시 모현동1가 865
3664,드림복권,전북 익산시 무왕로20길 20-2,전북 익산시 어양동 643-6
3665,대흥슈퍼,전북 익산시 익산대로20길 43,전북 익산시 창인동1가 203-3번지
3666,대신다모아,전북 익산시 약촌로 31,전북 익산시 금강동 364-1
3667,제일마트,전북 군산시 진포로 145,전북 군산시 경장동 500-21번지
3668,전원슈퍼,전북 군산시 현충로 33,전북 군산시 나운동 1255-8번지
3669,G(금정)마트휴게실,전북 군산시 조촌로 66,전북 군산시 조촌동 752-1번지
3670,보증슈퍼,전북 군산시 공항로 123 참나무곱창,전북 군산시 소룡동 1555-7
3671,현대마트휴게실,전북 군산시 경포천동길 26,전북 군산시 경암동 674-25번지
3672,누가마트,전북 군산시 백릉로 64,전북 군산시 조촌동 776-14번지
3673,동남슈퍼,전북 부안군 번영로 173 동남마켓,전북 부안군 부안읍 동중리 130-5
3674,롯데마트,전북 군산시 하나운로 43,전북 군산시 나운동 345번지
3675,한아름슈퍼,전북 군산시 공단대로 580,전북 군산시 소룡동 1534-15번지
3676,로또팡팡 토토팡팡,전북 군산시 지곡로 30,전북 군산시 지곡동 525-1번지
3677,신일마트,전북 군산시 의료원로 159,전북 군산시 나운동 156-2번지
3678,한성슈퍼,전북 익산시 익산대로 52,전북 익산시 평화동 247-6번지
3679,팡팡복권방,전북 익산시 인북로 99,전북 익산시 갈산동 168번지
3680,(sk)대박상회,전북 전주시 완산구 홍산1길 7 전주효자SKLeadersVIEW,전북 전주시 완산구 효자동2가 1157-4
3681,자수정슈퍼,전북 전주시 완산구 용머리로 152,전북 전주시 완산구 효자동1가 195-19
3682,일등로또방,전북 전주시 완산구 장승배기로 203,전북 전주시 완산구 평화동1가 558-1번지
3683,로또편의점,전북 전주시 덕진구 아중로 173,전북 전주시 덕진구 인후동1가 920-5번지
3684,행운열차,전북 정읍시 중앙로 231 ,전북 정읍시 상동 655-15
3685,플러스복권방,전북 익산시 하나로13길 18 우남그랜드타운,전북 익산시 영등동 822
3686,모현로또방,전북 익산시 고현로 109,전북 익산시 모현동1가 297-42번지
3687,혜성프라자,전북 익산시 함열읍 함열중앙로 10,전북 익산시 함열읍 와리 547-1번지
3688,농산물직판장,전북 군산시 백토로 128,전북 군산시 나운동 501번지
3689,동아전업사,전북 전주시 덕진구 기린대로 691-2,전북 전주시 덕진구 팔복동2가 247-13번지
3690,로또편의점,전북 전주시 덕진구 기린대로 469 ,전북 전주시 덕진구 덕진동1가 1267-18
3691,삼창복권방,전북 군산시 조촌로 115,전북 군산시 조촌동 828-7번지
3692,로또복권방,전북 익산시 부송로2길 4 남양유업,전북 익산시 부송동 1050-1
3693,행운복권방 보생당건강원,전북 익산시 무왕로 1268,전북 익산시 부송동 216-17번지
3694,카카오복권방,전북 익산시 금마면 금마4길 5-5,전북 익산시 금마면 동고도리 697-4번지
3695,월드복권방,전북 익산시 서동로 59,전북 익산시 주현동 228-22번지
3696,춘향로또,전북 남원시 동림로 102-1,전북 남원시 향교동 277-6
3697,대영멋쟁이마트,전북 완주군 왕궁로 10 대영1차아파트,전북 완주군 삼례읍 삼례리 297-10
3698,오성슈퍼복권방,전북 전주시 덕진구 호반8길 13-4,전북 전주시 덕진구 덕진동2가 20번지
3699,아이비존,전북 전주시 덕진구 쪽구름로 34,전북 전주시 덕진구 동산동 566-17번지
3700,돈방석,전북 전주시 완산구 서신로 35,전북 전주시 완산구 서신동 831-3번지
3701,대명복권방,전북 전주시 덕진구 호성1길 12,전북 전주시 덕진구 우아동3가 594-5번지
3702,팡팡로또복권방,전북 전주시 덕진구 건산로 163 ,전북 전주시 덕진구 인후동1가 626-3
3703,대박복권방,전북 전주시 덕진구 건산로 252 ,전북 전주시 덕진구 인후동1가 846-5
3704,대박복권방,전북 전주시 완산구 전주천서로 145,전북 전주시 완산구 동완산동 67번지
3705,로또방,전북 전주시 완산구 소대배기로 9,전북 전주시 완산구 평화동2가 341-3번지
3706,대흥당,전북 정읍시 관통로 102 ,전북 정읍시 시기동 431-2
3707,고인돌대박천국,전북 고창군 고창읍 성산2길 7,전북 고창군 고창읍 읍내리 656번지
3708,제일로또복권방,전북 군산시 부곡로 126,전북 군산시 미룡동 843-5번지
3709,부영2차문구,전북 김제시 도작로 139,전북 김제시 검산동 1032번지
3710,로또복권판매도통점,전북 남원시 용성로 232,전북 남원시 도통동 584-1번지
3711,로또복권토토위드미완주공단점,전북 완주군 봉동읍 과학로 1009,전북 완주군 봉동읍 둔산리 903-2번지
3712,봉황로또,전북 임실군 운수로 6,전북 임실군 임실읍 이도리 182-4
3713,금암복권방,전북 전주시 덕진구 조경단로 39,전북 전주시 덕진구 금암동 526-30번지
3714,로또복권방,전북 전주시 완산구 양지2길 11,전북 전주시 완산구 평화동2가 569-2번지
3715,LH로또,전북 전주시 완산구 호암로 91,전북 전주시 완산구 효자동2가 1316-4번지
3716,황금노다지,전북 전주시 완산구 용머리로 76,전북 전주시 완산구 효자동1가 280번지
3717,로또복권방,전북 정읍시 충정로 442,전북 정읍시 농소동 191-31
3718,그린복권방,전북 군산시 신설로 26 나운태권도,전북 군산시 나운동 767-12
3719,국민로또방,전북 김제시 서낭당길 45,전북 김제시 요촌동 255-6번지
3720,행운복권방,전북 김제시 중앙로 124 ,전북 김제시 요촌동 230-5
3721,복조리복권방,전북 장수군 장계면 장계천변길 55-4,전북 장수군 장계면 장계리 351-8번지
3722,로또판매점,전북 장수군 장수읍 싸리재로 18,전북 장수군 장수읍 장수리 277-1번지
3723,관통로또,전북 전주시 완산구 충경로 17,전북 전주시 완산구 중앙동1가 33-1번지
3724,삼성로또복권방슈퍼,전북 남원시 네마실1길 10-5,전북 남원시 향교동 136-4
3725,복드림로또복권방,전북 군산시 백토로 79-1,전북 군산시 문화동 909-3번지
3726,왕대박복권,전북 전주시 덕진구 가련산로 17,전북 전주시 덕진구 덕진동2가 681-7번지
3727,피씨마트,전북 군산시 경기장로 20,전북 군산시 사정동 160-2
3728,혁신나눔로또,전북 완주군 갈산1로 12 전북혁신엘에이치아파트10단지,전북 완주군 이서면 갈산리 650
3729,대박로또방,전북 장수군 장천로 170 ,전북 장수군 장수읍 장수리 512-4
3730,제일대박복권,전북 전주시 완산구 쑥고개로 389,전북 전주시 완산구 효자동2가 201-3
3731,엘림복권방,전북 전주시 완산구 안행로 34,전북 전주시 완산구 삼천동1가 751-10
3732,행복한로또,전북 전주시 완산구 고사평6길 1,전북 전주시 완산구 서신동 926-7
3733,행운복권,전북 전주시 덕진구 견훤로 235 ,전북 전주시 덕진구 인후동1가 811-1
3734,조은복권판매점,전북 전주시 완산구 서신로 8,전북 전주시 완산구 서신동 856-1
3735,드림로또,전북 전주시 덕진구 소리로 198 꿈이있는교회,전북 전주시 덕진구 호성동1가 749-15
3736,왕대박로또,전북 전주시 덕진구 만성북로 19,전북 전주시 덕진구 만성동 1343-8
3737,복권1번지편의점,전북 완주군 봉동중앙로 88,전북 완주군 봉동읍 낙평리 522-1
3738,황금손복권판매점,전북 전주시 덕진구 만성북로 47,전북 전주시 덕진구 만성동 1345-9
3739,세븐일레븐 고창청솔점,전북 고창군 모양성로 100 청솔슈퍼마켓,전북 고창군 고창읍 교촌리 221-8
3740,드림,전북 완주군 고산로 91,전북 완주군 고산면 읍내리 595-4
3741,싹쓰리복권방,전북 전주시 완산구 마전들로 41,전북 전주시 완산구 효자동3가 1663-10
3742,슬치백산로또,전북 임실군 춘향로 3732,전북 임실군 관촌면 슬치리 251-1
3743,마이정보,전북 진안군 진장로 22,전북 진안군 진안읍 군상리 285-4
3744,진안복권,전북 진안군 중앙로 119-4,전북 진안군 진안읍 군상리 459-1
3745,로또카페,전북 부안군 매창로 202,전북 부안군 부안읍 봉덕리 474
3746,운수좋은날 하늘공인중개사,전북 익산시 부송1로 81,전북 익산시 부송동 1038
3747,채움복권판매점,전북 익산시 군익로 415,전북 익산시 송학동 285-2
3748,씨유 군산디오션점,전북 군산시 궁포1로 42,전북 군산시 조촌동 2-38
3749,에덴마트,전북 군산시 백토로 113,전북 군산시 나운동 45-9
3750,일등복권방,전북 군산시 동군산로 31,전북 군산시 성산면 고봉리 334-12
3751,복권판매점,전북 전주시 완산구 효천천변길 24,전북 전주시 완산구 효자동2가 1359-6
3752,쎄일마트,전북 전주시 덕진구 덕용1길 54,전북 전주시 덕진구 여의동2가 459-3
3753,복권매니아,전북 전주시 덕진구 기린대로 523,전북 전주시 덕진구 덕진동1가 1400-3번지
3754,대박복권방,전북 김제시 화동길 51,전북 김제시 요촌동 117-10번지
3755,또또복권방,전북 익산시 고봉로32길 3,전북 익산시 영등동 827-3번지
3756,행운복권방,전북 고창군 중앙로 200 ,전북 고창군 고창읍 읍내리 636
3757,제일복권방,전북 군산시 미원로 39,전북 군산시 삼학동 812-29번지
3758,복권나라,전북 군산시 번영로 891,전북 군산시 대야면 지경리 731-2번지
3759,종합복권판매소,전북 군산시 팔마로 145 ,전북 군산시 동흥남동 398-18
3760,골드복권방,전북 군산시 중앙로 130,전북 군산시 중앙로2가 1-1번지
3761,도깨비복권방,전북 군산시 월명로 372,전북 군산시 삼학동 313-17번지
3762,영유통(로또복권),전북 군산시 미룡로 45,전북 군산시 미룡동 896-3번지
3763,남원복권방,전북 남원시 남문로 414,전북 남원시 금동 565-17번지
3764,부안복권방,전북 부안군 번영로 135,전북 부안군 부안읍 서외리 7-11번지
3765,정관장홍삼부안점,전북 부안군 석정로 197,전북 부안군 부안읍 동중리 131-6번지
3766,순창복권방,전북 순창군 순창읍 장류로 369,전북 순창군 순창읍 남계리 207-6번지
3767,소라복권방,전북 익산시 인북로 327-4,전북 익산시 신동 817-35
3768,현텔레콤,전북 전주시 덕진구 두간로 6,전북 전주시 덕진구 송천동1가 831-1
3769,행운하우스,전북 전주시 덕진구 송천4길 56-9,전북 전주시 덕진구 송천동1가 626-84
3770,중앙복권방,전북 전주시 완산구 공북로 95,전북 전주시 완산구 태평동 8-9번지
3771,Letsgo복권유통,전북 전주시 덕진구 무삼지로 29,전북 전주시 덕진구 인후동1가 904-1번지
3772,Letsgo복권방,전북 전주시 완산구 평화로 190 ,전북 전주시 완산구 평화동1가 741-3
3773,Letsgo복권방(동산점),전북 전주시 덕진구 쪽구름로 57-1 ,전북 전주시 덕진구 여의동 580-5
3774,뉴팡팡복권,전북 전주시 덕진구 쪽구름로 117,전북 전주시 덕진구 반월동 385-3번지
3775,38복권방,전북 전주시 완산구 용리로 118 ,전북 전주시 완산구 삼천동1가 606-3
3776,황금복권마트,전북 전주시 덕진구 솔내로 148,전북 전주시 덕진구 송천동1가 107-179번지
3777,찬스복권방,전북 전주시 덕진구 태진로 120,전북 전주시 덕진구 진북동 407-4번지
3778,터미널복권방,전북 정읍시 연지8길 6,전북 정읍시 연지동 311-5번지
3779,푸른복권방,전북 군산시 부곡4길 5,전북 군산시 나운동 855-1번지
3780,우정슈퍼,전북 군산시 공항로 61,전북 군산시 소룡동 1475-1
3781,금강안경원,전북 군산시 중앙로 186 1001안경콘텍트,전북 군산시 중앙로1가 9-8
3782,시영마트,전북 익산시 부송로 52,전북 익산시 부송동 1040번지
3783,현대장미슈퍼,전북 익산시 동서로61길 41,전북 익산시 어양동 493-12번지
3784,진로베스토아,전북 익산시 동서로 359,전북 익산시 영등동 210-5번지
3785,동산마트,전북 익산시 동서로43길 34,전북 익산시 영등동 689-9번지
3786,우성약국,전북 익산시 평동로7길 79,전북 익산시 중앙동3가 26-4번지
3787,프랜드마트두산점,전북 전주시 덕진구 매봉로 10 ,전북 전주시 덕진구 금암동 1576-52
3788,부업동아리,전북 전주시 덕진구 송천중앙로 99 ,전북 전주시 덕진구 송천동1가 387-1
3789,대박복권방,전북 전주시 덕진구 붓내3길 18,전북 전주시 덕진구 송천동2가 245-1번지
3790,행운을 찾는사람들,전북 전주시 덕진구 아중로 148,전북 전주시 덕진구 인후동1가 928-4
3791,썬,전북 전주시 덕진구 우아3길 18,전북 전주시 덕진구 우아동3가 747-9번지
3792,주공홈마트,전북 전주시 완산구 장승배기로 11,전북 전주시 완산구 삼천동1가 766-2번지
3793,엉터리마트,전북 정읍시 충정로 38,전북 정읍시 상동 230-1
3794,대박찬스,전북 정읍시 관통로 59,전북 정읍시 상동 743-34번지
3795,베스트올수성점,전북 정읍시 수성2로 28 영화마을 VIDEO,전북 정읍시 수성동 932-1
3796,훼미리마트 우아대로점,전북 전주시 덕진구 건산로 276,전북 전주시 덕진구 우아동2가 866-1번지
3797,안경매니져,전북 전주시 완산구 거마평로 57,전북 전주시 완산구 삼천동1가 287-14번지
3798,에이데이마트,전남 목포시 백년대로375번길 42,전남 목포시 옥암동 957번지
3799,복권세상,전남 목포시 영산로270번길 2,전남 목포시 용당2동 960-108번지
3800,로또나라,전남 광양시 중마중앙로 126,전남 광양시 중동 1296-11번지
3801,복권세상,전남 목포시 청호로 139 ,전남 목포시 산정동 1693-4
3802,대박복권,전남 나주시 구진포로 483,전남 나주시 삼영동 48번지
3803,행운로또,전남 여수시 상암로 627-1 ,전남 여수시 상암동 1702-2
3804,복권나라,전남 순천시 신대로 97,전남 순천시 해룡면 신대리 2003번지
3805,복권나라동성점,전남 순천시 연향번영길 94,전남 순천시 연향동 1347번지
3806,이삭,전남 목포시 남악2로 54,전남 목포시 옥암동 1274-3번지
3807,코사마트정훈점,전남 목포시 영산로 250,전남 목포시 용당2동 960-184번지
3808,신신마트,전남 목포시 철로마을길 36,전남 목포시 산정동 178-88번지
3809,여수동서상사,전남 여수시 신월로 709,전남 여수시 국동 655번지
3810,DC마트국동점,전남 여수시 신월로 689 ,전남 여수시 국동 682
3811,서부슈퍼,전남 여수시 좌수영로 14,전남 여수시 서교동 280-55번지
3812,신동아마트(거북),전남 여수시 무선로 50 신동아파밀리에아파트,전남 여수시 학동 54
3813,화이트마트,전남 여수시 동문로 90-1,전남 여수시 공화동 1064번지
3814,에이스로또,전남 여수시 여서로 154,전남 여수시 여서동 490-3번지
3815,금진슈퍼,전남 여수시 좌수영로 11,전남 여수시 서교동 464번지
3816,일레븐마트무선점,전남 여수시 성산로 19,전남 여수시 화장동 871-3번지
3817,미평디씨로또,전남 여수시 미평로 50 ,전남 여수시 미평동 255-11
3818,큐마트로또덕충점,전남 여수시 충민로 183 ,전남 여수시 덕충동 1747-1
3819,포시즌마트,전남 순천시 장천3길 10,전남 순천시 장천동 85-21번지
3820,플러스하나,전남 순천시 비봉길 6,전남 순천시 조례동 1730-1
3821,내가마트,전남 순천시 삼산로 98 ,전남 순천시 용당동 349-1
3822,알짜마트왕지점,전남 순천시 왕궁길 60,전남 순천시 조례동 1804번지
3823,도소매복권방,전남 광양시 광영로 146,전남 광양시 광영동 759-4번지
3824,북부상회,전남 광양시 인덕로 1082 ,전남 광양시 광양읍 칠성리 901-2
3825,제이스테이션,전남 여수시 문수로 118,전남 여수시 여서동 221
3826,우일슈퍼,전남 순천시 팔마로 13,전남 순천시 장천동 85-35번지
3827,굿모닝,전남 순천시 중앙로 220,전남 순천시 매곡동 420-5
3828,나눔로또편의점,전남 광양시 공영로 90 ,전남 광양시 중동 1758-3
3829,나주복권방,전남 나주시 우정로 56,전남 나주시 빛가람동 196-1
3830,알리바이(나주점),전남 나주시 나주로 142,전남 나주시 금성동 2-2번지
3831,금강로또,전남 목포시 용당로 151,전남 목포시 용당2동 183-8번지
3832,황금열쇠금고,전남 목포시 영산로 135,전남 목포시 호남동 453번지
3833,열린서점,전남 목포시 삼각로43번길 10,전남 목포시 상동 823-6번지
3834,대박복권방,전남 목포시 원산로 64,전남 목포시 산정동 1779-8번지
3835,씨유돌산청솔점,전남 여수시 강남8길 19-1,전남 여수시 돌산읍 우두리 1036-15
3836,네거리로또명당,전남 광양시 신재로 46 ,전남 광양시 광양읍 목성리 921
3837,대박찬스,전남 여수시 문수로 159-1,전남 여수시 문수동 81-3번지
3838,노다지복권방,전남 여수시 봉산1로 11-1,전남 여수시 봉산동 273-11
3839,벌교 로또복권방,전남 보성군 벌교읍 채동선로 218-1,전남 보성군 벌교읍 벌교리 737-25번지
3840,일등로또복권점,전남 여수시 신월로 559,전남 여수시 신월동 67번지
3841,우리로또복권방,전남 여수시 무선중앙로 71,전남 여수시 선원동 1247-14번지
3842,천하명당,전남 여수시 망마로 107,전남 여수시 신기동 128-5번지
3843,복권천국,전남 여수시 선소로 62,전남 여수시 신기동 139번지
3844,복권천지,전남 여수시 흥국로 79,전남 여수시 신기동 51-16
3845,일등로또,전남 여수시 여문문화길 57-1,전남 여수시 여서동 208번지
3846,로또복권맥,전남 여수시 여문1로 52,전남 여수시 여서동 215-6
3847,나이스로또복권,전남 여수시 이순신광장로 210,전남 여수시 종화동 580번지
3848,케이복권방,전남 여수시 좌수영로 440,전남 여수시 둔덕동 504-5번지
3849,삼천리로또,전남 곡성군 곡성로 853,전남 곡성군 곡성읍 읍내리 250-8
3850,대동,전남 목포시 백년대로280번길 7 ,전남 목포시 상동 895-7
3851,대박,전남 목포시 원산중앙로 51,전남 목포시 산정동 1732번지
3852,가자복권천국,전남 목포시 신흥로45번길 2,전남 목포시 상동 878-4번지
3853,새론마트내로또복권,전남 순천시 북문5길 5,전남 순천시 매곡동 22-12번지
3854,금전산복권방,전남 순천시 연향1로 17-1,전남 순천시 연향동 1374-12번지
3855,명성복권방,전남 순천시 기적의도서관길 25,전남 순천시 연향동 1462-2번지
3856,알리바이금당점,전남 순천시 대석길 44 알리바이편의점,전남 순천시 연향동 1505-5
3857,인제로또,전남 순천시 매안로 66 ,전남 순천시 해룡면 신대리 2002-2
3858,순천복권랜드,전남 순천시 신월큰길 26 ,전남 순천시 조례동 955-1
3859,조례로또복권방,전남 순천시 봉화2길 58,전남 순천시 조례동 1092-2번지
3860,현아비디오로또,전남 순천시 풍덕주택길 90,전남 순천시 풍덕동 877-15
3861,삼거리상회,전남 신안군 압해읍 복룡로 2,전남 신안군 압해면 학교리 586-7번지
3862,24그린마트,전남 신안군 봉리길 10,전남 신안군 지도읍 읍내리 273-1번지
3863,터미널 로또,전남 장흥군 중앙로1길 9-2 ,전남 장흥군 장흥읍 건산리 384-16
3864,대광복권방,전남 화순군 칠충로 55 대광로제비앙,전남 화순군 화순읍 대리 97-3
3865,로또만사통사,전남 화순군 광덕로 212 ,전남 화순군 화순읍 유천리 337
3866,행운나눔로또판매점,전남 고흥군 도양읍 비봉로 134,전남 고흥군 도양읍 봉암리 2072-46번지
3867,행운복권나라,전남 광양시 대림오성로 146-1 ,전남 광양시 광양읍 덕례리 1726-5
3868,중마로또,전남 광양시 중마로 213-1 ,전남 광양시 중동 1415-7
3869,구례로또,전남 구례군 구례읍 로터리길 2-1,전남 구례군 구례읍 봉동리 317-9번지
3870,희망복권방,전남 나주시 풍물시장1길 3,전남 나주시 이창동 759-7번지
3871,굿데이복권방,전남 목포시 백년대로337번길 20,전남 목포시 상동 849-13번지
3872,이마트24벌교로또부용점,전남 보성군 조정래길 47-4,전남 보성군 벌교읍 회정리 552-8
3873,알리바이 인정해남점,전남 해남군 영빈로  79-18,전남 해남군 해남읍 해리 704
3874,로또나라,전남 해남군 남부순환로 86,전남 해남군 해남읍 고도리 180
3875,성동복권나라,전남 해남군 해남읍 홍교로 78,전남 해남군 해남읍 평동리 171-5번지
3876,종합복권방,전남 해남군 해남로 34 종합복권방편의점,전남 해남군 해남읍 해리 189-2
3877,로또편의점,전남 강진군 보은로 115 ,전남 강진군 강진읍 남성리 24-36
3878,로또복권방,전남 광양시 백운1로 159,전남 광양시 태인동 125-33번지
3879,빛가람나눔슈퍼,전남 나주시 호수로 74,전남 나주시 빛가람동 756-3번지
3880,화장편의점,전남 여수시 화산로 32,전남 여수시 화장동 773-4번지
3881,큐마트학동점복권,전남 여수시 학동서5길 2 ,전남 여수시 학동 58-20
3882,죽림복권판매점,전남 여수시 죽림중앙로 4,전남 여수시 소라면 죽림리 1213-2
3883,로또카페 안산점,전남 여수시 소호로 489 ,전남 여수시 소호동 358-1
3884,영광복권,전남 영광군 영광읍 천년로13길 26-2,전남 영광군 영광읍 남천리 115-9번지
3885,월야하나로복권,전남 함평군 밀재로 1512,전남 함평군 월야면 월야리 713-44
3886,준혁복권방,전남 목포시 백년대로 69-2 ,전남 목포시 용당동 1153-13
3887,이마트24 순천산단점,"전남 순천시 산단1길 6 중앙정밀기계,마트",전남 순천시 서면 선평리 300-2
3888,황금로또,"전남 순천시 순천로 64 GS25서순천IC점,매직카",전남 순천시 서면 동산리 93-1
3889,로또맥주,전남 나주시 지석로 10 ,전남 나주시 남평읍 남평리 178-14
3890,포시즌마트 빛가람희망로또,전남 나주시 그린로 351 ,전남 나주시 빛가람동 288-7
3891,좋은사람들로또,전남 보성군 현충로 85 ,전남 보성군 보성읍 보성리 896-4
3892,로그인편의점장흥점,전남 장흥군 장흥대로 3439 ,전남 장흥군 장흥읍 예양리 121-153
3893,해남복권방,전남 해남군 남동천길 2,전남 해남군 해남읍 읍내리 72-5
3894,대불로또판매점,전남 영암군 대불주거1로9길 3 ,전남 영암군 삼호읍 용앙리 1691-12
3895,기찬복권방,전남 영암군 삼호중앙로 203,전남 영암군 삼호읍 용앙리 212-7
3896,맘마트우미점,전남 목포시 삼향천로 113 우미아파트,전남 목포시 옥암동 964
3897,드림복권방,전남 광양시 희양현로 32 ,전남 광양시 광양읍 인서리 60
3898,대박복권,전남 화순군 광덕로 127 ,전남 화순군 화순읍 광덕리 379
3899,토마토 남악복권방,전남 무안군 남악4로82번길 44 ,전남 무안군 삼향읍 남악리 1552
3900,세븐일레븐 무안일로공원점,전남 무안군 공원길 34,전남 무안군 일로읍 월암리 186-141
3901,금당로또복권,전남 순천시 대석길 8,전남 순천시 연향동 1494-4
3902,로또복권,전남 순천시 오천4길 21,전남 순천시 오천동 954
3903,소라로또,전남 여수시 여순로 155,전남 여수시 소라면 대포리 68
3904,씨유(CU)광양서천점,전남 광양시 서북로 68,전남 광양시 광양읍 구산리 843-9
3905,오복복권방,전남 구례군 봉성로 12,전남 구례군 구례읍 봉남리 10-3
3906,세븐일레븐 목포산정점,전남 목포시 산정로 60,전남 목포시 산정동 1082-2
3907,스타복권,전남 목포시 고하대로 688-1 ,전남 목포시 산정동 1756-1
3908,일등돼지로또,전남 순천시 평화길 30 ,전남 순천시 해룡면 신대리 1255-1
3909,부자마트,전남 순천시 중앙로 479,전남 순천시 가곡동 37-38
3910,예울마트,전남 여수시 웅천중앙로 43 신영웅천지웰상가,전남 여수시 웅천동 1643
3911,에브리 로또,전남 장성군 수산길 2,전남 장성군 장성읍 유탕리 1425-5
3912,미니스톱장흥코아복권,전남 장흥군 장흥로 90 ,전남 장흥군 장흥읍 원도리 279-1
3913,토토복권방,전남 장흥군 중앙로 53 ,전남 장흥군 장흥읍 건산리 720-13
3914,행운복권,전남 화순군 광덕로 165,전남 화순군 화순읍 만연리 230
3915,알리바이한전공대점,전남 나주시 빛가람로 793,전남 나주시 빛가람동 256-4
3916,왕대박 복권방,전남 나주시 문화로 226,전남 나주시 빛가람동 348-10
3917,새희망복권(순천별량점),전남 순천시 녹색로 569,전남 순천시 별량면 두고리 351
3918,또니로또연구소 한꼴토토,전남 순천시 장선배기1길 6-53,전남 순천시 조례동 1601-8
3919,1등복권,전남 순천시 장평로 20,전남 순천시 풍덕동 1283-12
3920,씨유광양황금돼지로또점,전남 광양시 중마로 197,전남 광양시 중동 1393-6
3921,지에스25남순천점,전남 순천시 남산로 20,전남 순천시 남정동 540-8
3922,씨유장성중앙점,전남 장성군 영천로 157,전남 장성군 장성읍 영천리 1029-9
